id,source_row,input_text,target_gloss,warning_flag,negation_flag
269,372,وبالنسبه للفيتامين اتركنا منه حاليا ووقفه,فيتامين الان وقف [!!] بعدين ارجع,1,0
270,374,القطره امنه,قطره امن [NEG] مشاكل-جسم-لا,0,1
271,375,استخدم هالقطره صبح ومسا,قطره صباح ليل,0,0
272,376,مرتين باليوم (صبح ومسا),قطره صباح ليل,0,0
273,378,قبل ما تستعملها رجها,قطره قبل استعمال رج-علبه [!!],1,0
274,381,رج العلبه,قطره قبل استعمال رج-علبه [!!],1,0
275,382,رجه خفيفه,قطره قبل استعمال رج-علبه [!!],1,0
276,384,هي حبه وحده بالاسبوع بس,كل اسبوع حبه واحد بس [!!],1,0
277,385,كل اسبوع حبه وحده,كل اسبوع حبه واحد بس [!!],1,0
278,386,خود حبه بالجمعه,كل اسبوع حبه واحد بس [!!],1,0
279,387,هي الحبه مره بالاسبوع,كل اسبوع حبه واحد بس [!!],1,0
280,389,هي حبه اسبوعيه,كل اسبوع حبه واحد بس [!!],1,0
281,390,حبه وحده بالاسبوع,كل اسبوع حبه واحد بس [!!],1,0
282,391,حبه بالجمعه,كل اسبوع حبه واحد بس [!!],1,0
283,392,مره وحده كل 7 تيام,كل اسبوع حبه واحد بس [!!],1,0
284,393,حبه كل اسبوع,كل اسبوع حبه واحد بس [!!],1,0
285,395,مره كل اسبوع,كل اسبوع حبه واحد بس [!!],1,0
286,396,حبه بالاسبوع,كل اسبوع حبه واحد بس [!!],1,0
287,397,كل جمعه,كل اسبوع حبه واحد بس [!!],1,0
288,400,حبه بعد الاكل كل يوم ولتلات ايام,كل يوم حبه اكل بعد [!!] استمرار ثلاثه يوم بس,1,0
289,402,هي الجرعه حبه وحده باليوم بعد الاكل لتلات ايام,كل يوم حبه اكل بعد [!!] استمرار ثلاثه يوم بس,1,0
290,403,خود حبه كل يوم بعد الاكل,كل يوم حبه واحد اكل بعد [!!],1,0
291,405,هي الحبه مره باليوم بعد الاكل,كل يوم حبه واحد اكل بعد [!!],1,0
292,406,كل يوم حبه بعد الاكل,كل يوم حبه واحد اكل بعد [!!],1,0
293,407,خود حبه يوميا بعد الاكل,كل يوم حبه واحد اكل بعد [!!],1,0
294,408,كل يوم وحده بعد الاكل,كل يوم حبه واحد اكل بعد [!!],1,0
295,409,التزم بحبه يوميا,كل يوم حبه واحد اكل بعد [!!],1,0
296,412,حبه الصبح بعد الفطور,كل يوم صباح اكل بعد حبه,0,0
297,413,حبه يوميا الصبح بعد الاكل,كل يوم صباح اكل بعد حبه,0,0
298,415,حبه بعد فطور الصبح,كل يوم صباح اكل بعد حبه,0,0
299,416,يوميا الصبح بعد الاكل,كل يوم صباح اكل بعد حبه,0,0
300,420,الصبح بعد الفطور,كل يوم صباح اكل بعد حبه,0,0
301,423,حبه عالريق يوميا,كل يوم صباح قبل فطور حبه [!!]لازم,1,0
302,424,التزم فيه حبه الصبح عالريق,كل يوم صباح قبل فطور حبه [!!]لازم,1,0
303,425,كل يوم الصبحيات قبل الفطور,كل يوم صباح قبل فطور حبه [!!]لازم,1,0
304,426,حبه بالمسا بموعد ثابت,ليل حبه [!!] وقت ثابت لازم [!!] تكرار نفس دقيقه,1,0
305,428,كل مسا بنفس الدقيقه,ليل حبه [!!] وقت ثابت لازم [!!] تكرار نفس دقيقه,1,0
306,429,حبه يوميه مساييه بموعدها,ليل حبه [!!] وقت ثابت لازم [!!] تكرار نفس دقيقه,1,0
307,430,حبه مميع يوميه بالمسا (موعد دقيق),ليل حبه [!!] وقت ثابت لازم [!!] تكرار نفس دقيقه,1,0
308,432,حبه يوميه بالمسا بموعد ثابت,ليل حبه [!!] وقت ثابت لازم [!!] تكرار نفس دقيقه,1,0
309,433,حبه كل يوم بالمسا,ليل حبه [!!] وقت ثابت لازم [!!] تكرار نفس دقيقه,1,0
310,434,حصرا قبل النوم,ليل نوم قبل حبه نهار [NEG] لا,0,1
311,436,حصرا قبل ما تنام,ليل نوم قبل حبه نهار [NEG] لا,0,1
312,437,قبل النوم وبس,ليل نوم قبل حبه نهار [NEG] لا,0,1
313,438,قبل ما تغمض وتنام,ليل نوم قبل حبه نهار [NEG] لا,0,1
314,440,بس بالليل,ليل نوم قبل حبه نهار [NEG] لا,0,1
315,441,بس قبل النوم,ليل نوم قبل حبه نهار [NEG] لا,0,1
316,442,ما بصير تاخد هالحبه عالمعده فاضيه,معده فاضيه [NEG] لا,0,1
317,443,نص سنه,نصف سنه,0,0
318,445,ما بينصرف بلا وصفه حكيم,ورقه-دكتور [NEG] لا,0,1
319,446,حصرا بوصفه دكتور,ورقه-دكتور [NEG] لا,0,1
320,447,حصرا بوصفه,ورقه-دكتور [NEG] لا,0,1
321,448,خده بوصفه حكيم,ورقه-دكتور [NEG] لا,0,1
322,450,حسب وصفه الدكتور,ورقه-دكتور [NEG] لا,0,1
323,451,خود حبه قبل الاكل بنص ساعه تلات مرات بالنهار,يوم ثلاثه مرات [!!] حبه قبل اكل انتظر ثلاثين-دقيقه,1,0
324,453,لازم تلتزم بحبه قبل الاكل بنص ساعه تلات مرات باليوم,يوم ثلاثه مرات [!!] حبه قبل اكل انتظر ثلاثين-دقيقه,1,0
325,454,خود حبه كل 8 ساعات بعد الاكل,يوم ثلاثه مرات اكل بعد حبه [!!] معده فاضيه ممنوع,1,0
326,455,بدك تبلع حبه تلات مرات باليوم (كل 8 ساعات),يوم ثلاثه مرات اكل بعد حبه [!!] معده فاضيه ممنوع,1,0
327,457,كل 8 ساعات حبه بس دير بالك تاخدها عمعده فاضيه,يوم ثلاثه مرات اكل بعد حبه [!!] معده فاضيه ممنوع,1,0
328,459,هي حبه كل 8 ساعات خودها بعد الاكل,يوم ثلاثه مرات اكل بعد حبه [!!] معده فاضيه ممنوع,1,0
329,460,لازم تترك 8 ساعات بين الحبه والتانيه ودايما بعد الاكل,يوم ثلاثه مرات اكل بعد حبه [!!] معده فاضيه ممنوع,1,0
330,461,حبه كل 8 ساعات بعد لقمه الاكل,يوم ثلاثه مرات اكل بعد حبه [!!] معده فاضيه ممنوع,1,0
331,462,هي الجرعه حبه كل 8 ساعات وحصرا ورا الاكل,يوم ثلاثه مرات اكل بعد حبه [!!] معده فاضيه ممنوع,1,0
332,463,تلات مرات باليوم,يوم ثلاثه مرات حبه [!!] فطور غداء عشاء,1,0
333,465,بدك تاخد حبه تلات مرات بالنهار,يوم ثلاثه مرات حبه [!!] فطور غداء عشاء,1,0
334,466,خود حبه من هاد الدوا الفطور والغدا والعشا,يوم ثلاثه مرات حبه [!!] فطور غداء عشاء,1,0
335,467,تلات مرات يوميا,يوم ثلاثه مرات حبه [!!] فطور غداء عشاء,1,0
336,468,تلات مرات بالنهار,يوم ثلاثه مرات حبه [!!] فطور غداء عشاء,1,0
337,469,خودها تلات مرات باليوم,يوم ثلاثه مرات حبه [!!] فطور غداء عشاء,1,0
338,470,هو تلات مرات باليوم,يوم ثلاثه مرات حبه [!!] فطور غداء عشاء,1,0
339,472,حبه تلات مرات باليوم بس ضروري ورا الاكل,يوم ثلاثه مرات حبه اكل بعد [!!] معده فاضيه [NEG] لا,1,1
340,474,تلات مرات يوميا بعد الاكل مو عالفاضي,يوم ثلاثه مرات حبه اكل بعد [!!] معده فاضيه [NEG] لا,1,1
341,476,تلات مرات بالنهار ورا الاكل حصرا,يوم ثلاثه مرات حبه اكل بعد [!!] معده فاضيه [NEG] لا,1,1
342,477,تلات حبات باليوم بعد الاكل,يوم ثلاثه مرات حبه اكل بعد [!!] معده فاضيه [NEG] لا,1,1
343,478,خدي حبه تلات مرات بعد الاكل,يوم ثلاثه مرات حبه اكل بعد [!!] معده فاضيه [NEG] لا,1,1
344,479,خود منه معلقه كبيره تلات مرات باليوم,يوم ثلاثه مره ملعقه-كبيره شراب [!!],1,0
345,480,هاد الدوا بتاخد منه معلقه كبيره الصبح والظهر والمسا,يوم ثلاثه مره ملعقه-كبيره شراب [!!],1,0
346,481,استخدامه معلقه كبيره تلات مرات يوميا,يوم ثلاثه مره ملعقه-كبيره شراب [!!],1,0
347,483,بدك تاخد معلقه طعام كبيره تلات مرات بالنهار,يوم ثلاثه مره ملعقه-كبيره شراب [!!],1,0
348,485,الجرعه تبعه معلقه كبيره بكل مره وتلات مرات بالنهار,يوم ثلاثه مره ملعقه-كبيره شراب [!!],1,0
349,486,اشرب معلقه كبيره من هاد الدوا تلات مرات باليوم,يوم ثلاثه مره ملعقه-كبيره شراب [!!],1,0
350,487,بدك تلتزم فيه تلات مرات يوميا بكل مره معلقه كبيره,يوم ثلاثه مره ملعقه-كبيره شراب [!!],1,0
351,488,بدك تاخد منه معلقه كبيره تلات مرات بالنهار,يوم ثلاثه مره ملعقه-كبيره شراب [!!],1,0
352,490,الجرعه معلقه كبيره تلات مرات باليوم بانتظام,يوم ثلاثه مره ملعقه-كبيره شراب [!!],1,0
353,491,تلات مرات بالنهار بتشرب معلقه كبيره من هاد الدوا,يوم ثلاثه مره ملعقه-كبيره شراب [!!],1,0
354,492,معلقه كبيره تلات مرات يوميا وباذن الله بتطيب,يوم ثلاثه مره ملعقه-كبيره شراب [!!],1,0
355,494,حبه 5 مرات بالنهار,يوم خمسه مره حبه [!!],1,0
356,495,5 مرات يوميا,يوم خمسه مره حبه [!!],1,0
357,497,5 مرات بالنهار,يوم خمسه مره حبه [!!],1,0
358,498,خده 5 مرات باليوم,يوم خمسه مره حبه [!!],1,0
